integration,metric_name,metric_type,metric_enabled,metric_description
Cassandra,db.threadpool.requestRequestResponseStageActiveTasks,gauge,true,
Cassandra,db.threadpool.internalMemtableFlushWriterActiveTasks,gauge,true,
Cassandra,storage.exceptionCount,gauge,true,
Cassandra,db.threadpool.internalPendingRangeCalculatorPendingTasks,gauge,true,
Cassandra,db.keyCacheCapacityBytes,gauge,true,
Cassandra,db.threadpool.internalPendingRangeCalculatorCompletedTasks,gauge,true,
Cassandra,query.viewWriteRequestsPerSecond,gauge,true,
Cassandra,db.threadpool.requestMutationStagePendingTasks,gauge,true,
Cassandra,db.threadpool.requestReadRepairStageActiveTasks,gauge,true,
Cassandra,db.threadpool.internalCompactionExecutorActiveTasks,gauge,true,
Cassandra,db.threadpool.internalPendingRangeCalculatorActiveTasks,gauge,true,
Cassandra,db.droppedHintMessagesPerSecond,rate,true,
Cassandra,query.writeLatency50thPercentileMilliseconds,gauge,true,
Cassandra,db.threadpool.internalMemtablePostFlushActiveTasks,gauge,true,
Cassandra,db.threadpool.internalMemtableReclaimMemoryActiveTasks,gauge,true,
Cassandra,db.threadpool.internalMigrationStageActiveTasks,gauge,true,
Cassandra,query.CASWriteRequestsPerSecond,gauge,true,
Cassandra,db.threadpool.internalMemtablePostFlushCurrentlyBlockedTasks,gauge,true,
Cassandra,db.keyCacheSizeBytes,gauge,true,
Cassandra,db.threadpool.requestViewMutationStageCurrentlyBlockedTasks,gauge,true,
Cassandra,db.threadpool.internalValidationExecutorCompletedTasks,gauge,true,
Cassandra,db.commitLogTotalSizeBytes,gauge,true,
Cassandra,cluster.rack,attribute,true,
Cassandra,software.version,attribute,true,
Cassandra,cluster.name,attribute,true,
Cassandra,cluster.datacenter,attribute,true,
Cassandra,db.threadpool.nativeTransportRequestActiveTasks,gauge,true,
Cassandra,db.threadpool.nativeTransportRequestCompletedTasks,gauge,true,
Cassandra,db.threadpool.nativeTransportRequestCurrentlyBlockedTasks,gauge,true,
Cassandra,db.threadpool.nativeTransportRequestPendingTasks,gauge,true,
Cassandra,db.threadpool.nativeTransportRequestTotalBlockedTasks,gauge,true,
